post-05/imagenes/portada-v1.png	4:5	Documentary photograph, vertical 4:5. Reception counter of a small Mexican business at dusk, seen straight on: a black corded desk telephone and a smartphone lying face down side by side on a worn laminate counter, a paper appointment book between them. Empty waiting chairs out of focus behind. Warm desk lamp mixed with cool blue window light, real film grain, imperfect candid framing, slightly underexposed, deep blue-black shadows, desaturated. No people, no readable text, no logos.
post-06/imagenes/portada-v1.png	9:16	Documentary photograph, vertical 9:16. A smartphone lying face up on the reception table of a small beauty salon in Mexico, late afternoon, its screen dark and switched off, reflecting the window. Around it a paper agenda, a pen, a coffee cup ring stain. Available light only: warm tungsten and cool daylight mixing, real grain, candid slightly high angle, imperfect framing, underexposed, deep blue-black shadows, desaturated. No people, no readable text, no logos.
post-06/imagenes/toma-01.png	9:16	Documentary photograph, vertical 9:16, static wide frame. The empty reception counter of a small salon or clinic in Mexico at night after closing, a smartphone on the counter whose screen has just lit up, casting a small cool glow on the laminate. Practical lights mostly off, one lamp on. Real grain, level camera, imperfect framing, underexposed, deep blue-black shadows, desaturated. No people, no readable text, no logos.
post-06/imagenes/toma-02.png	9:16	Documentary photograph, vertical 9:16, medium close. A woman's hand with short natural nails picking up a smartphone from a worn reception counter, screen facing away and out of focus, no face in frame, sleeve of a plain dark uniform. Warm lamp light and cool window light, shallow depth of field, real grain, imperfect framing, desaturated, deep blue-black shadows. No readable text, no logos.
post-06/imagenes/toma-03.png	9:16	Documentary photograph, vertical 9:16, close detail. A dark computer monitor on a reception desk beside a paper appointment book with pencil marks, seen at a slight angle, screen turned off reflecting a lamp. Small Mexican business, everyday wear on the desk surface. Available mixed light, real grain, imperfect framing, underexposed, deep blue-black shadows, desaturated. No people, no readable text, no logos.
post-07/imagenes/portada-v1.png	4:5	Documentary photograph, vertical 4:5. The desk of an administrative office in a mid-sized Mexican company, morning window light: stacks of paper folders, a printing calculator with paper roll, sticky notes on a monitor edge, a corded phone, a stapler, a cold coffee cup. Nobody at the desk. Realistic clutter, real grain, candid slightly high angle, imperfect framing, desaturated, cool daylight with deep shadows. No readable text, no logos, no faces.
post-08/imagenes/portada-v1.png	9:16	Documentary photograph, vertical 9:16. A hand holding a smartphone with a dark unlit screen in the foreground, inside a Mexican restaurant dining room out of focus behind, warm afternoon light through a window, tables set. No face in frame. Shallow depth of field, real grain, candid imperfect framing, underexposed, deep blue-black shadows, desaturated. No readable text, no logos.
post-08/imagenes/toma-01.png	9:16	Documentary photograph, vertical 9:16, static frame. A smartphone lying on the host stand counter of a Mexican restaurant, screen lit but out of focus and unreadable, next to a paper reservation list and a pen; dining room lights warm in the background, blue dusk in the window. Real grain, level camera, imperfect framing, underexposed, desaturated. No people, no readable text, no logos.
post-08/imagenes/toma-02.png	9:16	Documentary photograph, vertical 9:16. A small back office of a Mexican restaurant: a computer monitor switched off on a desk, a wall calendar with handwritten marks out of focus, a printer, receipts on a spike. Single practical lamp, cool light from a doorway, real grain, imperfect framing, underexposed, deep blue-black shadows, desaturated. No people, no readable text, no logos.
historias/imagenes/2026-09-26-01.png	9:16	Documentary photograph, vertical 9:16, close detail. A tall stack of paper client files and manila folders on an office desk in Mexico, a wall clock out of focus above, late afternoon light from a window. Real grain, candid imperfect framing, underexposed, deep blue-black shadows, desaturated. No people, no readable text, no logos.
